Video Id, Channel Id, Title, Tags, Description, Privacy, Date Published, Category Id, Category Name, Thumbnail Url, Watch Url, FileName, Date Backed Up, View Count, Comment Count, Like Count, Dislike Count, Length (seconds)
"sRLt9cqWFIg","UCakdSIPsJqiOLqylgoYmwQg","Class 05 - Basic Programming Constructs","#hangoutsonair,Hangouts On Air,#hoa","Connect with me or follow me at
https://www.linkedin.com/in/durga0gadiraju
https://www.facebook.com/itversity
https://github.com/dgadiraju
https://www.youtube.com/itversityin
https://twitter.com/itversity","Unlisted","2019-07-04","28","Science & Technology","https://i.ytimg.com/vi/sRLt9cqWFIg/hqdefault.jpg","https://www.youtube.com/watch?v=sRLt9cqWFIg","livestream.str","2020-12-26","62","0","0","0","5091"
"1QhWiTaxSDc","UCakdSIPsJqiOLqylgoYmwQg","Class 04 - Getting Started and Basics of Programming - Scala","#hangoutsonair,Hangouts On Air,#hoa","Connect with me or follow me at
https://www.linkedin.com/in/durga0gadiraju
https://www.facebook.com/itversity
https://github.com/dgadiraju
https://www.youtube.com/itversityin
https://twitter.com/itversity","Unlisted","2019-07-04","28","Science & Technology","https://i.ytimg.com/vi/1QhWiTaxSDc/hqdefault.jpg","https://www.youtube.com/watch?v=1QhWiTaxSDc","livestream.str","2020-12-26","47","0","0","0","5067"
"2gzvkf1abB8","UCakdSIPsJqiOLqylgoYmwQg","Class 03 - Getting Started with Application Development - Scala","#hangoutsonair,Hangouts On Air,#hoa","Connect with me or follow me at
https://www.linkedin.com/in/durga0gadiraju
https://www.facebook.com/itversity
https://github.com/dgadiraju
https://www.youtube.com/itversityin
https://twitter.com/itversity","Unlisted","2019-07-04","28","Science & Technology","https://i.ytimg.com/vi/2gzvkf1abB8/hqdefault.jpg","https://www.youtube.com/watch?v=2gzvkf1abB8","livestream.str","2020-12-26","107","0","0","0","6031"
"6UfiQasPf9Y","UCakdSIPsJqiOLqylgoYmwQg","Class 02 - Setup Development Environment","#hangoutsonair,Hangouts On Air,#hoa","Connect with me or follow me at
https://www.linkedin.com/in/durga0gadiraju
https://www.facebook.com/itversity
https://github.com/dgadiraju
https://www.youtube.com/itversityin
https://twitter.com/itversity","Unlisted","2019-07-04","28","Science & Technology","https://i.ytimg.com/vi/6UfiQasPf9Y/hqdefault.jpg","https://www.youtube.com/watch?v=6UfiQasPf9Y","livestream.str","2020-12-26","79","0","0","0","6316"
"B5c_VZ5HrMY","UCakdSIPsJqiOLqylgoYmwQg","Big Data - Data Modeling Tips","Data Modeling,Data Warehousing,Data Modeling Tips","As part of this live session we have covered how data modeling is done as part of Big Data implementations.

Connect with me or follow me at
https://www.linkedin.com/in/durga0gadiraju
https://www.facebook.com/itversity
https://github.com/dgadiraju
https://www.youtube.com/itversityin
https://twitter.com/itversity","Public","2019-07-02","28","Science & Technology","https://i.ytimg.com/vi/B5c_VZ5HrMY/maxresdefault.jpg","https://www.youtube.com/watch?v=B5c_VZ5HrMY","02DataModelingTips.mp4","2020-12-26","1258","0","15","2","4237"
"9MK6uPtoqIE","UCakdSIPsJqiOLqylgoYmwQg","Using Stage Table",,"This video is part of CCA 159 Data Analyst course. If you want to sign up for the course in Udemy for $10, please click on below link - https://www.udemy.com/cca-159-data-analyst-using-sqoop-hive-and-impala/?couponCode=CCA15910

Also if you want to have multi node cluster for practice, please sign up for our state of the art labs - https://labs.itversity.com/plans

Connect with me or follow me at
https://www.linkedin.com/in/durga0gadiraju
https://www.facebook.com/itversity
https://github.com/dgadiraju
https://www.youtube.com/itversityin
https://twitter.com/itversity","Public","2019-06-30","28","Science & Technology","https://i.ytimg.com/vi/9MK6uPtoqIE/maxresdefault.jpg","https://www.youtube.com/watch?v=9MK6uPtoqIE","14UsingStageTable.mp4","2020-12-26","320","0","4","0","609"
"tcz3LYqCCnw","UCakdSIPsJqiOLqylgoYmwQg","Specifying Delimiters",,"This video is part of CCA 159 Data Analyst course. If you want to sign up for the course in Udemy for $10, please click on below link - https://www.udemy.com/cca-159-data-analyst-using-sqoop-hive-and-impala/?couponCode=CCA15910

Also if you want to have multi node cluster for practice, please sign up for our state of the art labs - https://labs.itversity.com/plans

Connect with me or follow me at
https://www.linkedin.com/in/durga0gadiraju
https://www.facebook.com/itversity
https://github.com/dgadiraju
https://www.youtube.com/itversityin
https://twitter.com/itversity","Public","2019-06-30","28","Science & Technology","https://i.ytimg.com/vi/tcz3LYqCCnw/maxresdefault.jpg","https://www.youtube.com/watch?v=tcz3LYqCCnw","13SpecifyingDelimiters.mp4","2020-12-26","78","0","4","0","441"
"45pz1MomHOQ","UCakdSIPsJqiOLqylgoYmwQg","Specifying Columns",,"This video is part of CCA 159 Data Analyst course. If you want to sign up for the course in Udemy for $10, please click on below link - https://www.udemy.com/cca-159-data-analyst-using-sqoop-hive-and-impala/?couponCode=CCA15910

Also if you want to have multi node cluster for practice, please sign up for our state of the art labs - https://labs.itversity.com/plans

Connect with me or follow me at
https://www.linkedin.com/in/durga0gadiraju
https://www.facebook.com/itversity
https://github.com/dgadiraju
https://www.youtube.com/itversityin
https://twitter.com/itversity","Public","2019-06-30","28","Science & Technology","https://i.ytimg.com/vi/45pz1MomHOQ/maxresdefault.jpg","https://www.youtube.com/watch?v=45pz1MomHOQ","12SpecifyingColumns.mp4","2020-12-26","61","0","0","0","496"
"gnxQiZTlud8","UCakdSIPsJqiOLqylgoYmwQg","Merging Data using Allow Insert",,"This video is part of CCA 159 Data Analyst course. If you want to sign up for the course in Udemy for $10, please click on below link - https://www.udemy.com/cca-159-data-analyst-using-sqoop-hive-and-impala/?couponCode=CCA15910

Also if you want to have multi node cluster for practice, please sign up for our state of the art labs - https://labs.itversity.com/plans

Connect with me or follow me at
https://www.linkedin.com/in/durga0gadiraju
https://www.facebook.com/itversity
https://github.com/dgadiraju
https://www.youtube.com/itversityin
https://twitter.com/itversity","Public","2019-06-30","28","Science & Technology","https://i.ytimg.com/vi/gnxQiZTlud8/maxresdefault.jpg","https://www.youtube.com/watch?v=gnxQiZTlud8","11MergingDataUsingAllowInsert.mp4","2020-12-26","84","0","1","0","484"
"ia9Yno547Ok","UCakdSIPsJqiOLqylgoYmwQg","Quick Overview of MySQL - Upsert",,"This video is part of CCA 159 Data Analyst course. If you want to sign up for the course in Udemy for $10, please click on below link - https://www.udemy.com/cca-159-data-analyst-using-sqoop-hive-and-impala/?couponCode=CCA15910

Also if you want to have multi node cluster for practice, please sign up for our state of the art labs - https://labs.itversity.com/plans

Connect with me or follow me at
https://www.linkedin.com/in/durga0gadiraju
https://www.facebook.com/itversity
https://github.com/dgadiraju
https://www.youtube.com/itversityin
https://twitter.com/itversity","Public","2019-06-30","28","Science & Technology","https://i.ytimg.com/vi/ia9Yno547Ok/maxresdefault.jpg","https://www.youtube.com/watch?v=ia9Yno547Ok","09QuickOverviewOfMySQL-Upsert.mp4","2020-12-26","258","0","3","0","464"
"fdigR4lfAwo","UCakdSIPsJqiOLqylgoYmwQg","Merging or Upserting Data - Overview",,"This video is part of CCA 159 Data Analyst course. If you want to sign up for the course in Udemy for $10, please click on below link - https://www.udemy.com/cca-159-data-analyst-using-sqoop-hive-and-impala/?couponCode=CCA15910

Also if you want to have multi node cluster for practice, please sign up for our state of the art labs - https://labs.itversity.com/plans

Connect with me or follow me at
https://www.linkedin.com/in/durga0gadiraju
https://www.facebook.com/itversity
https://github.com/dgadiraju
https://www.youtube.com/itversityin
https://twitter.com/itversity","Public","2019-06-30","28","Science & Technology","https://i.ytimg.com/vi/fdigR4lfAwo/maxresdefault.jpg","https://www.youtube.com/watch?v=fdigR4lfAwo","08MergingOrUpsertingData-Overview.mp4","2020-12-26","186","0","5","0","203"
"L7FITYezKdk","UCakdSIPsJqiOLqylgoYmwQg","Troubleshooting the Issues",,"This video is part of CCA 159 Data Analyst course. If you want to sign up for the course in Udemy for $10, please click on below link - https://www.udemy.com/cca-159-data-analyst-using-sqoop-hive-and-impala/?couponCode=CCA15910

Also if you want to have multi node cluster for practice, please sign up for our state of the art labs - https://labs.itversity.com/plans

Connect with me or follow me at
https://www.linkedin.com/in/durga0gadiraju
https://www.facebook.com/itversity
https://github.com/dgadiraju
https://www.youtube.com/itversityin
https://twitter.com/itversity","Public","2019-06-30","28","Science & Technology","https://i.ytimg.com/vi/L7FITYezKdk/maxresdefault.jpg","https://www.youtube.com/watch?v=L7FITYezKdk","07TroubleshootingTheIssues.mp4","2020-12-26","88","0","0","0","175"
"4vv59F6dMtU","UCakdSIPsJqiOLqylgoYmwQg","Specifying Number of Mappers",,"This video is part of CCA 159 Data Analyst course. If you want to sign up for the course in Udemy for $10, please click on below link - https://www.udemy.com/cca-159-data-analyst-using-sqoop-hive-and-impala/?couponCode=CCA15910

Also if you want to have multi node cluster for practice, please sign up for our state of the art labs - https://labs.itversity.com/plans

Connect with me or follow me at
https://www.linkedin.com/in/durga0gadiraju
https://www.facebook.com/itversity
https://github.com/dgadiraju
https://www.youtube.com/itversityin
https://twitter.com/itversity","Public","2019-06-30","28","Science & Technology","https://i.ytimg.com/vi/4vv59F6dMtU/maxresdefault.jpg","https://www.youtube.com/watch?v=4vv59F6dMtU","06SpecifyingNumberOfMappers.mp4","2020-12-26","97","0","0","0","163"
"cTDTHxoN7iY","UCakdSIPsJqiOLqylgoYmwQg","Incremental Import - Using Last Modified",,"This video is part of CCA 159 Data Analyst course. If you want to sign up for the course in Udemy for $10, please click on below link - https://www.udemy.com/cca-159-data-analyst-using-sqoop-hive-and-impala/?couponCode=CCA15910

Also if you want to have multi node cluster for practice, please sign up for our state of the art labs - https://labs.itversity.com/plans

Connect with me or follow me at
https://www.linkedin.com/in/durga0gadiraju
https://www.facebook.com/itversity
https://github.com/dgadiraju
https://www.youtube.com/itversityin
https://twitter.com/itversity","Public","2019-06-28","28","Science & Technology","https://i.ytimg.com/vi/cTDTHxoN7iY/maxresdefault.jpg","https://www.youtube.com/watch?v=cTDTHxoN7iY","13IncrementalImport-UsingLastModified.mp4","2020-12-26","1046","1","8","0","335"
"uupiuitdYMc","UCakdSIPsJqiOLqylgoYmwQg","Incremental Import - Rerun Job",,"This video is part of CCA 159 Data Analyst course. If you want to sign up for the course in Udemy for $10, please click on below link - https://www.udemy.com/cca-159-data-analyst-using-sqoop-hive-and-impala/?couponCode=CCA15910

Also if you want to have multi node cluster for practice, please sign up for our state of the art labs - https://labs.itversity.com/plans

Connect with me or follow me at
https://www.linkedin.com/in/durga0gadiraju
https://www.facebook.com/itversity
https://github.com/dgadiraju
https://www.youtube.com/itversityin
https://twitter.com/itversity","Public","2019-06-28","28","Science & Technology","https://i.ytimg.com/vi/uupiuitdYMc/maxresdefault.jpg","https://www.youtube.com/watch?v=uupiuitdYMc","12IncrementalImport-RerunJob.mp4","2020-12-26","66","0","0","0","263"
"pHa3lfzQiGs","UCakdSIPsJqiOLqylgoYmwQg","Incremental Import - Add Additional Data",,"This video is part of CCA 159 Data Analyst course. If you want to sign up for the course in Udemy for $10, please click on below link - https://www.udemy.com/cca-159-data-analyst-using-sqoop-hive-and-impala/?couponCode=CCA15910

Also if you want to have multi node cluster for practice, please sign up for our state of the art labs - https://labs.itversity.com/plans

Connect with me or follow me at
https://www.linkedin.com/in/durga0gadiraju
https://www.facebook.com/itversity
https://github.com/dgadiraju
https://www.youtube.com/itversityin
https://twitter.com/itversity","Public","2019-06-28","28","Science & Technology","https://i.ytimg.com/vi/pHa3lfzQiGs/maxresdefault.jpg","https://www.youtube.com/watch?v=pHa3lfzQiGs","11IncrementalImport-AddAdditionalData.mp4","2020-12-26","58","0","0","0","163"
